,epoch,acc,time
0,1,0.3546739133155864,17.079993977
1,2,0.47192029039496963,11.833269143999999
2,3,0.541992749856866,11.713100662999999
3,4,0.5961231890579929,11.667276211
4,5,0.6049275372339331,11.675217449000002
5,6,0.6335144937038422,11.744664940999996
6,7,0.6454347802892976,11.702920253000002
7,8,0.6434057938015979,11.555332925999991
8,9,0.6551086931772854,11.676217730999994
9,10,0.6743115947946258,11.838519812000001
10,11,0.6815217399726743,11.651039294000014
11,12,0.6795289879259856,11.563611383000023
12,13,0.7019927521114764,11.674765142999973
13,14,0.6961231879566027,11.610295384000011
14,15,0.7073188424110413,11.613106902999988
15,16,0.7296376817900202,11.61604238000001
16,17,0.7230434767577959,11.48132873099999
17,18,0.7389130404461985,11.857026200999996
18,19,0.7252173929110818,11.628950618999994
19,20,0.7431159440589987,11.698106994
