,epoch,acc,time
0,1,0.3332608690404374,17.778768822
1,2,0.45920290117678436,13.510660066
2,3,0.5449999985487565,13.31138473
3,4,0.5966666642090549,13.427272451
4,5,0.624021737795809,13.748275785000004
5,6,0.6492028994404752,13.492538142
6,7,0.6465579689196919,13.373414791000002
7,8,0.6617029004770777,13.501142536999993
8,9,0.6732608666238578,13.479596912000005
9,10,0.6882971032806064,13.617495037999987
10,11,0.6971376846018045,13.521462573000008
11,12,0.711666666943094,13.57099349500001
12,13,0.7162681134498637,13.72706508600001
13,14,0.7313043455714765,13.735469316000007
14,15,0.754927538011385,13.549778032999996
15,16,0.761195653806562,13.579557723999983
16,17,0.7723188393789789,13.357024822999989
17,18,0.789565217235814,13.595659434999988
18,19,0.8128985509924267,13.461743048000017
19,20,0.8095652156549952,13.466051764999975
