,epoch,acc,time
0,1,0.3309782584724219,15.797519047999998
1,2,0.44384057933221693,11.679868152000001
2,3,0.52717391271954,11.545707776
3,4,0.5706884021992269,11.495858349000002
4,5,0.605543478027634,11.512745978000005
5,6,0.6010507222103036,11.449335897000012
6,7,0.6205797107971233,11.521906431999994
7,8,0.6506521773079167,11.530845065999998
8,9,0.647282609473104,11.518275982000006
9,10,0.6667753632949747,11.657361928
10,11,0.6689855064386907,11.626291303000002
11,12,0.6851086933975634,11.612785218999989
12,13,0.6841304331370022,11.47924215400002
13,14,0.7096739126288373,11.610422956000008
14,15,0.7181159458730532,11.626545176000008
15,16,0.7109782605067544,11.421104622000001
16,17,0.7226449283568755,11.580527727000003
17,18,0.7362318842307382,11.737023566000005
18,19,0.7504347831658695,11.666183791000009
19,20,0.7424275376226591,11.508969672999996
