,epoch,acc,time
0,1,0.3896014504134655,18.528923953
1,2,0.4989492724771085,14.283428388
2,3,0.5407246348002682,14.420435732999998
3,4,0.5971739133415015,14.410071062
4,5,0.6366666659064915,14.329403650999993
5,6,0.660942031637482,14.282508276000002
6,7,0.6461594218145246,14.139180037000003
7,8,0.673659422799297,14.259199611000014
8,9,0.67521738908861,14.361235660999995
9,10,0.6903985479603643,14.360021010999986
10,11,0.6957971051983212,14.28294475300001
11,12,0.7287681174019108,14.305003694000021
12,13,0.734927536352821,14.212724252000015
13,14,0.7363768109808797,14.26682854500001
14,15,0.7506884031969568,14.219742600999979
15,16,0.7578623171733774,14.284304300000002
16,17,0.7822101478991301,14.252062445999996
17,18,0.7934057965226795,14.39260228500001
18,19,0.7982971007409303,14.271842972999991
19,20,0.8244565232940342,14.250050787999953
