,epoch,acc,time
0,1,0.2243840574570324,18.440780641
1,2,0.2952898551264535,14.466936080000004
2,3,0.3800000007385793,14.383440485999998
3,4,0.45112318642761395,14.213670894000003
4,5,0.5078985493468202,14.452846968000003
5,6,0.4874637674378312,14.246712301999992
6,7,0.5571376830339432,14.368746260999998
7,8,0.567681158690349,14.425880695000004
8,9,0.5928623177435087,14.525531858999997
9,10,0.6114130421825077,14.358124887999992
10,11,0.6211956532105155,14.425104663000013
11,12,0.623297100805718,14.320945162000015
12,13,0.6334782595867696,14.532731675999997
13,14,0.649673910892528,14.494212274999995
14,15,0.6687318854357885,14.292763006000001
15,16,0.6813043491995853,14.431387162999982
16,17,0.6771739112294238,14.319134378000001
17,18,0.6909420282944388,14.495872286000008
18,19,0.6959057981553285,14.302594003000024
19,20,0.7105072445195654,14.35202209199997
