,epoch,acc,time
0,1,0.2260507256116556,18.491003016
1,2,0.3082608689108621,14.189018682000004
2,3,0.379130434082902,14.168756683999995
3,4,0.43797101307174435,14.197371529000002
4,5,0.5154710120480993,14.144648794999995
5,6,0.545289852372978,14.286632347999998
6,7,0.5617391275970832,14.22842215499999
7,8,0.587173910892528,14.34170906
8,9,0.5978260843650155,14.325026930000007
9,10,0.6232608702519665,14.451582235000018
10,11,0.6385507230525431,14.43691156700001
11,12,0.6214855086544285,14.271873324000012
12,13,0.6453623165902884,14.286420601000003
13,14,0.6555434792585995,14.342181320000009
14,15,0.6643840602558592,14.386077121999989
15,16,0.6824275358863499,14.354516480000001
16,17,0.6834782634092413,14.304853667000003
17,18,0.6773913045940192,14.233617202000005
18,19,0.7077536200699599,14.382389775999968
19,20,0.7131884091574213,14.263533616000018
