,epoch,acc,time
0,1,0.2881884053349495,17.946322099
1,2,0.362681159020766,13.595586190999995
2,3,0.41068840528959816,13.577948992000003
3,4,0.45137681099383725,13.637015268000006
4,5,0.5065217374459557,13.752236418999999
5,6,0.517971015818741,13.811003947000003
6,7,0.5633695660078007,13.693101452999997
7,8,0.5794202918591707,13.634583733
8,9,0.5935144910345906,13.64569405200001
9,10,0.6165579709669818,13.772826839999993
10,11,0.6147101450225582,13.600357981000002
11,12,0.6221739112035088,13.67247669400001
12,13,0.6293115917107334,13.752979167999996
13,14,0.6448550749084224,13.708330832000001
14,15,0.649021738573261,13.604474183999997
15,16,0.6634782607788625,13.577338456999996
16,17,0.6464492736951165,13.603896652999993
17,18,0.6654347809760467,13.730599422000012
18,19,0.6734057995288268,13.756438427999967
19,20,0.677101447854353,13.74635092899996
