,epoch,acc,time
0,1,0.28554347870142566,17.909655644
1,2,0.35275362415806105,13.849714646999999
2,3,0.40463767978160275,13.867313009
3,4,0.4378623197907987,13.735734426999997
4,5,0.49264492515636527,13.774220563
5,6,0.54137681003498,13.668710735999994
6,7,0.5576086977253789,13.676564146000004
7,8,0.5793115946909656,13.589762525000012
8,9,0.597282607594262,13.616933423000006
9,10,0.6145652163287868,13.704704567999983
10,11,0.6094927518911983,13.556619347999998
11,12,0.6291304324632105,13.775637058000001
12,13,0.6354710113095201,13.643631405999997
13,14,0.6376449251952379,13.683554922000013
14,15,0.6487318789181502,13.634300157000013
15,16,0.6555072454654652,13.647176481000002
16,17,0.655724638182184,13.646246222999991
17,18,0.672391305151193,13.692022422000036
18,19,0.6609420283980991,13.58296728099998
19,20,0.6890217392988827,13.712048906999996
