,epoch,acc,time
0,1,0.2739855072096638,17.823448672
1,2,0.34474637699515925,13.744605461999999
2,3,0.3908333328107129,13.696795440999999
3,4,0.4422463758484177,13.645497188
4,5,0.49731883989728015,13.757107985000005
5,6,0.5273913028447524,13.750462221000006
6,7,0.5656884040521539,13.631663079999996
7,8,0.5771739116829374,13.800751431000009
8,9,0.5836231870495755,13.719456537
9,10,0.6001086941231852,13.817940442000008
10,11,0.621702898779641,13.602989915000023
11,12,0.6181159414674925,13.424396549999983
12,13,0.633804345584434,13.513550689999988
13,14,0.6492028974968455,13.560198286000002
14,15,0.6349275348627049,13.575587275000004
15,16,0.6549275352255158,13.647360593000002
16,17,0.6703985501890597,13.675358560000006
17,18,0.6803260847278263,13.700141051999992
18,19,0.6634420292532962,13.612072747000013
19,20,0.6856884036375128,13.875100314999997
