,epoch,acc,time
0,1,0.3630434778397498,18.366988628999998
1,2,0.4689855084795019,14.216227062999998
2,3,0.54728260571542,14.088880392
3,4,0.6267753612735997,14.12481087399999
4,5,0.648043478636638,14.124789366999991
5,6,0.6723188398324925,14.099840998000005
6,7,0.6721014500312184,13.933648263999999
7,8,0.6872826095508493,14.140168520000003
8,9,0.6873188433439835,14.097988131999998
9,10,0.7098188413226086,14.115171129000004
10,11,0.7138405785612438,13.964115636999992
11,12,0.7294927530962488,13.938647244000009
12,13,0.732282610691112,14.168596968999992
13,14,0.7276086930347525,14.023607117000012
14,15,0.7612318843603134,14.027043733999989
15,16,0.7792029017987459,14.189011273999995
16,17,0.7690579703320628,13.887497225999994
17,18,0.803405796704085,13.970235938999991
18,19,0.8038768133391505,14.04233137
19,20,0.8163043480852376,14.022736565999992
