,epoch,acc,time
0,1,0.2905434768484986,17.837829069
1,2,0.35105072496377904,14.302130577000007
2,3,0.40847825971634494,14.105451244999998
3,4,0.483804346912581,14.239925391
4,5,0.5143115933498611,14.389994822000006
5,6,0.5490579695805259,14.386876490000006
6,7,0.5924275342537009,14.29046256800001
7,8,0.6279710165184477,14.495261282000001
8,9,0.6296739105297171,14.360394458000002
9,10,0.6294202911465064,14.297509411999982
10,11,0.6672101464608441,14.446701668000003
11,12,0.6652898561695347,14.373266630999979
12,13,0.6725724634269009,14.388319786000011
13,14,0.6808333335363347,14.501623123000002
14,15,0.6997826089677603,14.455590478999994
15,16,0.6935869570335617,14.236884368999995
16,17,0.7107608700576036,14.397506834000012
17,18,0.7115579697748889,14.426919292000036
18,19,0.734746375809545,14.463817638000023
19,20,0.7299637664919314,14.260504432999994
