,epoch,acc,time
0,1,0.29097826082421385,18.661055363000003
1,2,0.37003623062501784,14.328746405
2,3,0.42442029018117033,14.393427758000001
3,4,0.48159420360689575,14.442665051999995
4,5,0.533550724549138,14.429816336000002
5,6,0.5909057956026948,14.435851276999998
6,7,0.6105797057566436,14.486972717
7,8,0.6189130434523458,14.441175178000009
8,9,0.6371014497202375,14.482583699000003
9,10,0.6426449278774469,14.419144090000003
10,11,0.6696014462605767,14.397029221000025
11,12,0.6716304317764614,14.431943396000008
12,13,0.6786231868292975,14.469198712999997
13,14,0.6680434770558191,14.404663481
14,15,0.6944202851989995,14.501403255000014
15,16,0.6944565235272698,14.364637277999975
16,17,0.7015579712131749,14.40368864200002
17,18,0.71293478232363,14.427682638000022
18,19,0.711847824246987,14.242348642000024
19,20,0.7326086957169615,14.386268732000019
