,epoch,acc,time
0,1,0.3636231884036375,18.646299036
1,2,0.4529347819802554,14.337390026000001
2,3,0.5305072451415269,14.249223815
3,4,0.5653623164347981,14.306772866000003
4,5,0.6211231888636298,14.334355226
5,6,0.6315217355023259,14.303379777999993
6,7,0.659963767165723,14.311238834999997
7,8,0.6690217418515164,14.308113175000003
8,9,0.6647101469014002,14.110800203999986
9,10,0.6752173923279928,14.341237967000012
10,11,0.7060869549927504,14.204643418000018
11,12,0.6985507234930992,14.141691528999985
12,13,0.7134782613619514,14.187793548000002
13,14,0.7266304337460062,14.34521946000001
14,15,0.7558333323053692,14.278638172
15,16,0.7411956515001215,14.140166533000013
16,17,0.7780072462299595,14.209638592000005
17,18,0.7559782590555109,14.122824807
18,19,0.7882246375083923,14.257089912000026
19,20,0.800144928952922,14.191488006000043
